   ic    phi          rho         theta         alfa       epsilon         mu           r            b          gamma
 184 1.749468e-01 3.143527e-01 3.808085e-06 4.824183e-08 1.746047e-01 2.936045e-03 7.220988e-02 1.105032e-12 5.678190e-06  
 185 3.499519e-01 3.807499e-01 8.214878e-06 5.038847e-08 2.080131e-01 4.034190e-03 7.234174e-02 1.502803e-12 3.959423e-06  
 186 2.422865e-01 3.592421e-01 4.644006e-06 6.300292e-08 1.181965e-01 6.121089e-03 4.312747e-02 2.020842e-12 5.581330e-06  
 187 2.084681e-01 2.773857e-01 4.423104e-06 6.505233e-08 1.562523e-01 3.949652e-03 5.533661e-02 8.741454e-13 2.577485e-06  
 188 1.293986e-01 2.378311e-01 9.529903e-06 5.652260e-08 1.325570e-01 7.949260e-03 8.696955e-02 2.048877e-12 3.645882e-06  
 189 2.404425e-01 2.480710e-01 9.096221e-06 3.988548e-08 8.606209e-02 7.268740e-03 6.709360e-02 7.253430e-13 2.038576e-06  
 190 3.894913e-01 3.989057e-01 8.917226e-06 3.729385e-08 9.156027e-02 2.249287e-03 8.597254e-02 1.752072e-12 3.624396e-06  
 191 3.028149e-01 4.388888e-01 4.817298e-06 6.938858e-08 1.503950e-01 3.537573e-03 8.876610e-02 1.457111e-12 3.102140e-06  
 192 1.504749e-01 1.528766e-01 3.440656e-06 5.021641e-08 1.698899e-01 5.770405e-03 5.781862e-02 2.220656e-12 1.625568e-06  
 193 4.125909e-01 4.632539e-01 4.082402e-06 5.740453e-08 1.250850e-01 2.237380e-03 6.281822e-02 2.220461e-12 5.886155e-06  
 194 3.412967e-01 3.707200e-01 6.720403e-06 3.183147e-08 1.368910e-01 2.678513e-03 4.679690e-02 2.159780e-12 2.310883e-06  
 195 2.894759e-01 3.127701e-01 4.322767e-06 4.753481e-08 6.967509e-02 2.181474e-03 5.701160e-02 1.285963e-12 3.081655e-06  
 196 3.139313e-01 3.145703e-01 7.835272e-06 2.318363e-08 2.221987e-01 3.924306e-03 8.149879e-02 1.364967e-12 1.991674e-06  
 197 3.874338e-01 4.907822e-01 4.858068e-06 2.697519e-08 1.710482e-01 3.391634e-03 5.804240e-02 1.794186e-12 5.132965e-06  
 198 4.198226e-01 4.289127e-01 4.170654e-06 3.550732e-08 1.960941e-01 6.546558e-03 6.283040e-02 1.601425e-12 2.810536e-06  
 199 3.898035e-01 3.909567e-01 5.717040e-06 3.207895e-08 1.973895e-01 4.535765e-03 6.217861e-02 7.042751e-13 4.676014e-06  
 200 3.577393e-01 5.208872e-01 4.081769e-06 7.018273e-08 1.838480e-01 4.932554e-03 6.590752e-02 1.448544e-12 4.746712e-06  
 201 1.638789e-01 1.777986e-01 5.767056e-06 5.302945e-08 9.727151e-02 5.810352e-03 7.863014e-02 1.572883e-12 1.539600e-06  
 202 1.474202e-01 1.865246e-01 6.996459e-06 7.097546e-08 2.387906e-01 5.984881e-03 8.402712e-02 1.319935e-12 3.395599e-06  
 203 4.082125e-01 5.500134e-01 7.872995e-06 5.791667e-08 2.175184e-01 4.918231e-03 7.556085e-02 1.803066e-12 5.429038e-06  
 204 3.915560e-01 4.108280e-01 2.876031e-06 3.160487e-08 7.992011e-02 3.016931e-03 8.592493e-02 1.270283e-12 3.678065e-06  
 205 2.320889e-01 2.700396e-01 6.917255e-06 3.741247e-08 7.870292e-02 6.628038e-03 8.864537e-02 1.662446e-12 3.837745e-06  
 206 2.984346e-01 3.147955e-01 3.629261e-06 3.307547e-08 9.224859e-02 6.076307e-03 6.742556e-02 1.871514e-12 5.181246e-06  
 207 3.391991e-01 3.731571e-01 5.420940e-06 2.794262e-08 2.092493e-01 4.138585e-03 7.580260e-02 1.455397e-12 3.420885e-06  
 208 2.193843e-01 2.453913e-01 8.973670e-06 6.250668e-08 2.231792e-01 2.147470e-03 5.029917e-02 1.193227e-12 1.855362e-06  
 209 3.055689e-01 5.151504e-01 8.907577e-06 6.680378e-08 2.342614e-01 6.192812e-03 6.505405e-02 6.725725e-13 4.134070e-06  
 210 2.416168e-01 2.553440e-01 6.890562e-06 1.859331e-08 1.687425e-01 4.840486e-03 8.281505e-02 1.256129e-12 5.791758e-06  
 211 1.608622e-01 1.642068e-01 3.523115e-06 3.794375e-08 8.100877e-02 3.941341e-03 6.533586e-02 8.452958e-13 2.503982e-06  
 212 3.360298e-01 3.852505e-01 5.611260e-06 2.433942e-08 1.638725e-01 2.859004e-03 7.252343e-02 2.098457e-12 4.732643e-06  
 213 3.608419e-01 3.717569e-01 8.678506e-06 5.926335e-08 1.564278e-01 5.706061e-03 8.609399e-02 1.710017e-12 5.679357e-06  
 214 4.065645e-01 4.372921e-01 5.620951e-06 2.243402e-08 1.038497e-01 5.953111e-03 8.276911e-02 8.656739e-13 2.649244e-06  
 215 2.271294e-01 2.324593e-01 3.317859e-06 5.423238e-08 1.625077e-01 6.452541e-03 4.803605e-02 5.623941e-13 3.153397e-06  
 216 3.488649e-01 3.501151e-01 3.800041e-06 5.044348e-08 1.397067e-01 3.415182e-03 8.784833e-02 9.753658e-13 3.138856e-06  
 217 2.557979e-01 3.269686e-01 7.839264e-06 5.276360e-08 1.591977e-01 2.932646e-03 7.588553e-02 1.524445e-12 4.172194e-06  
 218 3.855060e-01 4.050693e-01 4.307206e-06 4.466108e-08 1.437533e-01 2.769106e-03 8.242479e-02 1.453593e-12 5.117139e-06  
 219 3.751607e-01 4.557203e-01 6.370056e-06 3.555318e-08 1.332455e-01 4.207525e-03 6.064309e-02 1.953431e-12 4.328952e-06  
 220 1.412985e-01 2.527319e-01 9.450810e-06 6.447271e-08 2.193400e-01 2.732640e-03 5.716828e-02 1.560355e-12 1.534156e-06  
 221 3.360589e-01 3.378639e-01 8.111352e-06 3.848896e-08 1.916430e-01 7.408883e-03 7.238761e-02 1.877999e-12 1.568254e-06  
 222 2.770192e-01 3.864068e-01 7.335015e-06 3.750788e-08 1.505261e-01 5.081672e-03 4.885730e-02 2.138846e-12 3.260777e-06  
 223 3.274870e-01 3.389481e-01 7.877128e-06 6.765473e-08 2.074149e-01 6.067925e-03 5.680721e-02 1.407837e-12 1.777742e-06  
 224 3.520966e-01 3.615732e-01 3.690617e-06 6.555321e-08 1.663241e-01 4.333385e-03 4.563257e-02 1.811015e-12 3.162526e-06  
 225 2.630662e-01 3.621815e-01 6.066693e-06 3.986288e-08 1.113066e-01 4.633531e-03 6.261904e-02 2.230305e-12 5.039234e-06  
 226 3.728597e-01 4.893166e-01 2.944974e-06 6.492593e-08 1.829024e-01 7.101745e-03 7.975076e-02 8.277289e-13 4.603305e-06  
 227 1.095110e-01 1.836357e-01 9.549341e-06 2.588430e-08 2.370795e-01 7.340449e-03 8.245305e-02 1.802501e-12 4.373345e-06  
 228 2.258607e-01 2.556186e-01 5.014626e-06 1.913862e-08 1.489094e-01 4.839815e-03 8.743306e-02 1.629603e-12 2.384409e-06  
 229 1.604120e-01 2.086073e-01 6.269718e-06 2.289880e-08 6.039460e-02 2.787836e-03 5.684862e-02 1.728619e-12 3.869952e-06  
 230 2.275065e-01 2.880274e-01 5.015219e-06 4.433236e-08 8.699495e-02 5.168828e-03 4.242452e-02 7.594859e-13 3.741875e-06  
 231 3.721157e-01 3.771336e-01 5.429347e-06 6.846392e-08 1.185913e-01 2.489808e-03 6.644253e-02 1.338638e-12 4.988202e-06  
 232 2.954508e-01 4.139860e-01 2.638658e-06 2.304804e-08 1.905548e-01 7.870503e-03 8.406725e-02 1.725485e-12 5.886279e-06  
 233 3.877613e-01 5.049736e-01 2.615626e-06 6.359409e-08 1.562289e-01 3.761003e-03 7.377041e-02 1.427976e-12 2.411470e-06  
 234 3.222691e-01 3.844228e-01 5.368275e-06 3.041808e-08 1.306571e-01 7.296533e-03 4.570995e-02 1.405311e-12 2.005135e-06  
 235 1.862175e-01 2.847373e-01 9.474334e-06 2.096430e-08 1.745846e-01 4.365891e-03 8.338531e-02 1.522781e-12 1.513647e-06  
 236 3.033392e-01 4.753104e-01 6.365546e-06 3.896977e-08 2.380361e-01 3.541047e-03 6.291562e-02 1.463722e-12 1.899723e-06  
 237 2.063379e-01 3.108421e-01 6.890008e-06 4.075928e-08 2.215507e-01 4.069273e-03 7.815544e-02 1.534820e-12 5.126760e-06  
 238 1.662364e-01 2.308585e-01 3.754129e-06 6.997292e-08 1.285289e-01 6.926163e-03 4.212068e-02 9.635097e-13 3.715184e-06  
 239 1.875454e-01 2.058411e-01 9.409597e-06 3.603602e-08 1.943442e-01 3.488879e-03 4.530031e-02 1.601982e-12 1.650826e-06  
 240 3.019270e-01 4.841574e-01 6.386828e-06 3.080785e-08 1.930699e-01 4.957617e-03 9.010545e-02 2.199638e-12 2.480452e-06  
 241 4.137714e-01 4.418401e-01 8.300589e-06 3.697199e-08 7.704542e-02 4.608153e-03 7.946836e-02 1.311471e-12 3.493069e-06  
 242 1.716420e-01 2.962955e-01 7.205838e-06 3.655781e-08 1.994551e-01 7.601185e-03 5.713476e-02 1.778668e-12 3.180732e-06  
 243 3.295959e-01 3.505491e-01 7.878542e-06 3.133785e-08 1.302980e-01 4.735145e-03 8.073015e-02 2.059002e-12 3.356535e-06  
 244 2.128434e-01 3.172655e-01 7.003499e-06 6.429453e-08 1.170301e-01 5.216305e-03 7.947657e-02 7.171964e-13 5.934701e-06  
 245 2.250517e-01 3.039777e-01 3.371962e-06 6.159182e-08 2.130939e-01 2.289621e-03 8.945391e-02 1.254290e-12 1.565664e-06  
 246 3.194291e-01 3.674937e-01 2.801864e-06 6.716879e-08 2.155938e-01 7.094177e-03 7.306111e-02 2.028214e-12 2.667779e-06  
 247 1.704030e-01 1.958673e-01 8.950324e-06 4.217626e-08 1.871243e-01 7.585663e-03 6.025501e-02 8.270553e-13 3.935326e-06  
 248 2.711121e-01 4.726105e-01 6.065314e-06 3.824127e-08 2.034604e-01 2.327202e-03 8.688121e-02 7.087935e-13 1.791032e-06  
 249 3.994191e-01 4.826209e-01 7.311178e-06 5.501273e-08 1.714213e-01 7.153335e-03 7.242337e-02 1.543333e-12 5.483850e-06  
 250 3.605096e-01 4.668132e-01 7.752502e-06 4.113003e-08 2.293874e-01 7.286587e-03 5.993922e-02 9.340441e-13 2.307926e-06  
 251 3.541310e-01 3.641444e-01 5.741373e-06 4.145272e-08 2.002437e-01 2.786644e-03 5.264712e-02 1.478931e-12 5.593888e-06  
 252 3.009246e-01 4.183560e-01 5.385006e-06 4.207926e-08 1.670164e-01 2.692236e-03 8.379894e-02 1.237083e-12 1.764364e-06  
 253 2.734542e-01 2.990843e-01 8.431088e-06 6.245455e-08 1.049299e-01 4.922380e-03 7.064026e-02 1.053296e-12 4.805331e-06  
 254 1.970744e-01 3.899758e-01 3.766816e-06 7.098754e-08 2.362323e-01 5.392021e-03 5.447758e-02 5.889503e-13 5.195098e-06  
 255 1.235846e-01 1.576897e-01 5.056922e-06 6.944501e-08 2.379890e-01 3.810640e-03 8.884121e-02 1.684070e-12 2.080637e-06  
 256 2.473957e-01 3.011397e-01 7.828275e-06 2.000510e-08 1.561229e-01 5.691790e-03 7.693173e-02 5.986017e-13 3.584689e-06  
 257 3.229955e-01 4.291917e-01 8.697528e-06 5.403619e-08 1.501516e-01 4.142264e-03 5.568269e-02 2.030757e-12 4.964876e-06  
 258 1.506635e-01 2.670848e-01 2.844943e-06 3.516564e-08 2.167324e-01 4.014108e-03 4.825939e-02 8.415150e-13 2.827499e-06  
 259 2.722713e-01 4.878829e-01 7.233375e-06 5.410238e-08 2.251823e-01 7.170149e-03 5.735071e-02 2.217295e-12 4.500796e-06  
 260 3.391878e-01 4.280122e-01 5.864158e-06 6.663025e-08 1.780710e-01 7.539797e-03 7.924492e-02 2.055088e-12 2.546509e-06  
 261 3.776881e-01 4.541340e-01 8.567136e-06 3.733027e-08 2.127668e-01 4.920487e-03 9.013753e-02 1.781849e-12 1.650454e-06  
 262 4.129349e-01 4.342446e-01 7.950321e-06 7.024596e-08 1.022649e-01 5.552261e-03 6.757244e-02 2.030483e-12 3.708757e-06  
 263 3.973356e-01 5.150816e-01 2.515954e-06 4.509098e-08 2.287292e-01 2.981824e-03 7.350497e-02 1.508942e-12 2.399368e-06  
 264 3.637896e-01 3.773738e-01 7.338026e-06 5.890164e-08 7.256263e-02 3.231105e-03 5.186104e-02 1.427325e-12 3.491856e-06  
 265 2.494099e-01 3.225259e-01 7.348494e-06 3.725438e-08 1.942111e-01 6.062760e-03 6.597196e-02 1.940159e-12 2.416666e-06  
 266 3.707229e-01 4.275272e-01 8.717736e-06 6.034262e-08 7.782719e-02 5.672212e-03 8.868533e-02 1.786632e-12 3.523226e-06  
 267 2.286528e-01 3.436486e-01 8.509144e-06 5.772109e-08 2.378125e-01 6.547148e-03 4.488604e-02 1.765484e-12 5.299791e-06  
 268 2.768760e-01 2.780426e-01 5.904093e-06 6.802208e-08 1.854436e-01 3.626374e-03 5.664030e-02 1.153379e-12 5.286042e-06  
 269 2.545972e-01 3.929604e-01 3.483200e-06 5.476462e-08 2.289579e-01 6.980194e-03 4.858235e-02 1.118500e-12 2.358453e-06  
 270 2.682906e-01 3.637953e-01 8.685507e-06 3.963149e-08 1.635034e-01 7.967479e-03 8.449176e-02 1.219849e-12 4.555514e-06  
 271 4.156370e-01 4.948389e-01 8.701253e-06 2.045807e-08 1.699098e-01 5.875204e-03 5.637899e-02 1.726932e-12 2.876895e-06  
 272 3.016311e-01 4.227900e-01 7.388045e-06 3.169696e-08 1.515002e-01 4.520306e-03 7.710541e-02 1.180462e-12 1.873119e-06  
 273 1.987726e-01 2.121910e-01 7.228463e-06 4.808050e-08 7.355151e-02 3.199710e-03 5.203021e-02 1.851698e-12 5.010497e-06  
 274 3.182701e-01 4.492140e-01 7.983414e-06 4.742555e-08 1.680549e-01 3.193141e-03 8.933160e-02 1.034487e-12 2.146025e-06  
 275 2.663400e-01 3.399646e-01 3.752042e-06 6.483809e-08 1.017490e-01 2.976825e-03 8.340081e-02 1.964961e-12 1.992723e-06  
 276 3.228744e-01 4.392240e-01 7.291811e-06 2.625976e-08 2.121426e-01 6.519977e-03 5.197391e-02 1.623703e-12 1.645355e-06  
 277 2.164436e-01 3.160805e-01 5.306066e-06 3.980229e-08 1.041838e-01 5.374380e-03 8.659761e-02 1.597137e-12 1.953971e-06  
 278 3.171425e-01 3.199049e-01 3.931417e-06 2.399493e-08 1.652441e-01 2.465495e-03 4.267209e-02 1.363496e-12 4.552066e-06  
 279 1.958891e-01 3.336789e-01 6.645191e-06 5.878185e-08 2.003901e-01 7.862988e-03 8.727396e-02 1.258095e-12 3.780013e-06  
 280 3.989785e-01 5.472850e-01 7.967460e-06 5.129579e-08 1.708233e-01 7.190939e-03 5.808616e-02 1.088043e-12 4.094035e-06  
 281 2.301584e-01 3.370375e-01 4.080976e-06 6.273582e-08 2.096645e-01 4.816853e-03 4.267579e-02 1.402994e-12 4.242744e-06  
 282 1.918727e-01 3.253196e-01 6.243472e-06 6.155220e-08 1.630456e-01 5.655797e-03 4.427850e-02 1.699403e-12 2.445873e-06  
 283 3.836380e-01 3.881574e-01 6.220256e-06 5.576990e-08 2.231083e-01 7.051396e-03 6.093353e-02 1.728788e-12 5.668375e-06  
 284 2.097345e-01 2.131682e-01 7.870039e-06 7.044163e-08 2.270909e-01 6.077398e-03 8.368288e-02 1.660182e-12 3.156977e-06  
 285 3.379427e-01 4.702635e-01 4.486134e-06 3.915028e-08 2.280363e-01 6.732936e-03 7.446220e-02 1.351898e-12 1.956021e-06  
 286 2.705511e-01 2.754797e-01 4.270584e-06 6.982721e-08 9.220160e-02 4.277069e-03 4.154421e-02 1.818085e-12 2.919237e-06  
 287 1.540873e-01 1.832235e-01 6.109343e-06 5.905782e-08 1.153721e-01 3.539741e-03 7.687043e-02 1.772394e-12 5.684925e-06  
 288 3.182674e-01 4.045268e-01 7.366094e-06 4.169938e-08 2.208661e-01 4.367405e-03 7.521246e-02 1.557511e-12 1.894673e-06  
 289 3.513193e-01 3.681183e-01 5.284507e-06 2.441332e-08 2.205708e-01 3.355167e-03 5.209615e-02 1.871929e-12 1.660247e-06  
 290 1.167148e-01 2.633419e-01 5.163284e-06 3.392669e-08 2.386884e-01 7.004926e-03 4.322212e-02 1.439102e-12 4.679094e-06  
 291 3.835532e-01 3.933430e-01 3.235028e-06 4.405210e-08 1.122094e-01 3.249809e-03 6.505037e-02 6.543968e-13 5.527117e-06  
 292 2.119025e-01 2.521218e-01 8.695972e-06 6.429929e-08 2.185904e-01 5.917701e-03 8.798422e-02 1.030692e-12 3.911294e-06  
 293 2.883647e-01 4.157191e-01 8.808669e-06 3.140066e-08 1.558751e-01 3.205024e-03 7.232889e-02 9.449409e-13 2.401548e-06  
 294 3.497178e-01 3.610364e-01 6.540574e-06 5.448738e-08 1.335361e-01 3.790682e-03 4.868523e-02 1.856814e-12 2.639043e-06  
 295 1.354415e-01 3.420436e-01 9.287480e-06 3.587124e-08 2.224994e-01 4.947015e-03 7.609014e-02 8.816709e-13 3.071121e-06  
 296 3.557865e-01 3.928747e-01 5.020600e-06 3.218536e-08 1.794720e-01 4.641405e-03 7.511405e-02 1.986937e-12 1.985906e-06  
 297 2.940580e-01 4.188790e-01 6.060525e-06 4.652546e-08 2.376351e-01 7.031812e-03 6.684622e-02 7.258632e-13 4.091311e-06  
 298 3.118399e-01 4.614161e-01 6.934533e-06 5.600498e-08 1.809557e-01 3.296662e-03 5.614267e-02 8.915654e-13 5.573453e-06  
 299 2.122830e-01 2.793351e-01 8.354151e-06 7.150011e-08 2.188104e-01 6.043622e-03 7.168042e-02 1.039475e-12 1.792992e-06  
 300 3.431842e-01 4.251264e-01 7.661247e-06 1.843720e-08 1.618604e-01 6.585615e-03 4.189046e-02 7.960749e-13 4.112245e-06  
 301 3.495277e-01 4.549842e-01 9.480402e-06 4.139923e-08 1.317814e-01 2.521300e-03 6.099900e-02 2.245897e-12 2.306165e-06  
 302 1.125819e-01 2.301824e-01 6.685806e-06 2.476338e-08 1.645021e-01 5.153614e-03 5.204594e-02 1.752034e-12 4.410238e-06  
 303 1.610932e-01 3.628150e-01 9.075792e-06 4.282997e-08 2.115708e-01 7.774470e-03 8.356682e-02 1.638504e-12 3.472842e-06  
 304 1.934216e-01 3.305483e-01 3.257539e-06 6.135649e-08 2.186818e-01 3.476980e-03 5.656712e-02 9.238831e-13 4.108940e-06  
 305 3.823617e-01 3.927188e-01 6.688639e-06 3.815636e-08 1.726446e-01 6.625790e-03 4.701841e-02 2.019435e-12 5.168426e-06  
 306 2.609504e-01 2.816011e-01 4.832269e-06 3.794936e-08 1.811853e-01 3.305922e-03 6.311766e-02 1.410937e-12 5.636434e-06  
 307 3.114664e-01 4.265723e-01 5.657059e-06 5.561439e-08 2.225467e-01 2.985845e-03 6.298147e-02 1.124617e-12 5.287223e-06  
 308 1.657370e-01 3.043411e-01 3.594278e-06 2.120068e-08 1.393958e-01 6.077954e-03 6.242577e-02 2.179972e-12 2.192746e-06  
 309 3.867630e-01 5.146635e-01 8.867688e-06 3.467846e-08 1.573488e-01 7.897727e-03 8.254922e-02 1.182743e-12 1.707893e-06  
 310 2.824006e-01 3.941744e-01 5.151164e-06 4.944713e-08 2.386607e-01 4.268739e-03 4.636354e-02 2.028224e-12 4.657701e-06  
 311 2.844055e-01 3.429006e-01 7.600851e-06 7.089660e-08 7.636636e-02 7.934054e-03 7.222325e-02 1.350533e-12 3.066249e-06  
 312 3.762590e-01 5.152452e-01 6.840771e-06 6.241003e-08 2.362814e-01 7.406715e-03 6.818718e-02 7.761767e-13 3.300774e-06  
 313 3.346241e-01 3.710322e-01 5.154606e-06 2.568901e-08 2.338420e-01 3.529589e-03 7.790919e-02 1.493920e-12 1.937569e-06  
 314 3.599757e-01 5.535043e-01 3.045723e-06 5.608117e-08 2.220474e-01 2.971992e-03 6.593067e-02 1.106845e-12 1.505680e-06  
 315 2.817786e-01 3.218015e-01 8.316765e-06 7.099252e-08 9.148789e-02 5.261817e-03 7.158866e-02 1.084233e-12 4.524704e-06  
 316 3.891093e-01 3.954492e-01 5.515403e-06 3.662996e-08 1.043602e-01 4.107040e-03 7.153430e-02 1.858343e-12 3.790642e-06  
 317 3.194011e-01 5.278162e-01 5.744941e-06 1.958697e-08 2.088143e-01 4.074047e-03 5.234272e-02 1.043661e-12 2.165348e-06  
 318 1.114599e-01 1.688798e-01 9.022305e-06 6.799760e-08 1.739868e-01 2.199160e-03 8.187101e-02 8.480540e-13 1.836310e-06  
 319 2.907688e-01 3.513058e-01 7.653234e-06 2.019052e-08 1.218809e-01 3.491163e-03 5.628275e-02 1.197506e-12 2.967806e-06  
 320 3.009030e-01 3.383200e-01 6.788644e-06 3.181273e-08 8.348111e-02 4.450557e-03 6.632034e-02 1.030033e-12 3.008822e-06  
 321 1.584928e-01 1.941888e-01 6.152251e-06 6.130901e-08 1.537854e-01 2.103663e-03 4.322593e-02 1.212277e-12 5.054872e-06  
 322 1.666876e-01 1.801247e-01 7.904405e-06 4.697116e-08 1.594984e-01 2.538341e-03 8.311311e-02 1.158220e-12 4.200468e-06  
 323 2.571197e-01 3.131299e-01 7.813386e-06 6.320797e-08 1.555575e-01 7.722013e-03 6.382482e-02 1.812896e-12 2.837523e-06  
 324 3.358906e-01 3.556432e-01 5.944245e-06 2.103225e-08 1.221645e-01 3.163832e-03 4.699169e-02 2.116240e-12 4.626753e-06  
 325 3.493406e-01 4.627523e-01 3.227730e-06 4.692184e-08 1.604599e-01 3.737860e-03 5.925398e-02 1.923485e-12 3.159938e-06  
 326 3.532015e-01 4.107361e-01 8.311968e-06 2.985657e-08 1.623489e-01 4.174340e-03 7.326016e-02 1.030673e-12 5.922445e-06  
 327 1.220609e-01 1.941083e-01 7.307394e-06 2.919194e-08 1.383516e-01 5.536432e-03 4.587992e-02 1.751607e-12 3.036456e-06  
 328 4.056206e-01 5.555545e-01 7.841392e-06 5.318244e-08 2.058460e-01 3.586344e-03 6.251367e-02 1.859506e-12 1.571047e-06  
 329 2.628171e-01 3.579107e-01 5.092031e-06 6.521807e-08 1.911019e-01 4.483464e-03 6.684822e-02 2.239486e-12 2.468534e-06  
 330 1.831632e-01 1.945089e-01 2.457578e-06 3.693620e-08 1.423387e-01 4.590364e-03 8.448701e-02 1.982306e-12 3.282605e-06  
 331 1.728152e-01 2.374233e-01 8.198138e-06 6.702838e-08 1.322543e-01 5.950299e-03 5.895885e-02 9.342059e-13 1.960188e-06  
 332 2.927066e-01 3.246647e-01 4.178132e-06 6.222554e-08 1.017346e-01 5.986206e-03 8.176620e-02 2.152667e-12 4.247845e-06  
 333 1.075159e-01 1.781623e-01 4.277468e-06 2.414537e-08 1.713221e-01 3.578861e-03 8.087348e-02 2.095591e-12 5.622391e-06  
 334 1.492865e-01 1.767197e-01 8.901794e-06 3.343317e-08 1.172834e-01 4.430877e-03 5.247013e-02 7.815980e-13 5.057094e-06  
 335 1.998359e-01 2.107645e-01 3.157742e-06 6.818305e-08 1.479631e-01 3.695441e-03 5.975378e-02 1.991661e-12 2.445374e-06  
 336 3.105153e-01 4.006328e-01 5.261390e-06 2.142614e-08 1.154995e-01 2.842243e-03 4.707711e-02 1.678778e-12 2.248973e-06  
 337 1.473063e-01 3.577862e-01 3.055588e-06 6.966019e-08 2.283632e-01 7.438355e-03 6.639361e-02 1.937178e-12 4.294333e-06  
 338 4.031869e-01 4.693787e-01 4.940188e-06 2.184541e-08 1.334931e-01 7.768588e-03 4.438909e-02 1.763630e-12 2.485316e-06  
 339 1.831787e-01 2.639967e-01 9.462566e-06 6.049318e-08 9.614193e-02 4.265679e-03 5.936818e-02 1.414027e-12 1.934237e-06  
 340 2.033356e-01 2.621989e-01 5.263557e-06 3.792808e-08 2.338319e-01 7.192986e-03 6.074702e-02 7.165979e-13 2.495166e-06  
 341 3.037650e-01 4.540381e-01 9.477194e-06 5.528668e-08 1.881763e-01 2.873678e-03 7.554225e-02 6.966007e-13 4.515903e-06  
 342 3.733918e-01 4.308142e-01 4.825772e-06 2.674054e-08 1.429370e-01 6.142548e-03 8.633217e-02 2.229282e-12 3.918381e-06  
 343 3.676287e-01 4.081090e-01 8.799991e-06 4.723070e-08 2.036859e-01 4.647662e-03 4.519537e-02 1.402718e-12 4.304697e-06  
 344 1.624283e-01 3.394307e-01 7.257280e-06 5.945547e-08 2.172488e-01 7.115611e-03 6.958695e-02 9.505465e-13 4.933203e-06  
 345 3.551920e-01 4.238852e-01 3.428758e-06 3.518167e-08 8.883965e-02 3.523502e-03 8.910708e-02 5.820550e-13 5.524366e-06  
 346 3.971618e-01 5.317271e-01 6.693530e-06 3.700552e-08 2.319774e-01 2.765027e-03 8.551435e-02 1.056628e-12 2.038432e-06  
 347 3.284835e-01 4.642448e-01 7.362571e-06 1.821287e-08 1.900442e-01 3.229513e-03 7.969655e-02 8.097649e-13 2.970355e-06  
 348 2.651599e-01 2.815688e-01 4.681896e-06 4.734410e-08 1.284829e-01 6.385849e-03 6.630133e-02 5.702331e-13 5.560914e-06  
 349 2.635591e-01 4.680761e-01 5.065422e-06 5.433661e-08 2.154394e-01 5.654159e-03 8.086980e-02 8.651235e-13 4.127303e-06  
 350 1.195017e-01 2.047178e-01 2.569400e-06 3.082087e-08 1.154441e-01 3.329561e-03 5.218614e-02 1.897743e-12 5.696509e-06  
 351 3.851776e-01 4.328674e-01 8.538566e-06 2.686865e-08 6.189003e-02 5.991767e-03 8.269321e-02 1.064608e-12 3.929123e-06  
 352 2.086133e-01 2.612199e-01 3.169721e-06 4.131859e-08 7.909858e-02 3.564375e-03 9.006417e-02 1.972956e-12 2.566280e-06  
 353 4.192165e-01 5.008774e-01 5.061553e-06 6.416403e-08 2.188057e-01 3.642231e-03 4.873769e-02 8.719954e-13 2.408092e-06  
 354 2.549050e-01 3.280574e-01 5.389353e-06 6.752490e-08 1.729016e-01 3.616294e-03 7.244778e-02 7.526515e-13 4.821503e-06  
 355 3.222615e-01 4.211556e-01 3.893612e-06 5.736411e-08 1.839530e-01 3.397125e-03 4.257137e-02 1.409745e-12 3.040890e-06  
 356 1.826515e-01 2.781359e-01 8.843474e-06 3.589195e-08 1.618878e-01 6.115586e-03 7.751378e-02 8.116834e-13 1.497843e-06  
 357 3.228861e-01 3.489555e-01 7.729868e-06 4.662707e-08 7.863882e-02 7.200701e-03 7.069963e-02 1.619664e-12 4.002212e-06  
 358 1.965833e-01 4.066487e-01 8.848719e-06 2.910206e-08 2.124464e-01 3.994909e-03 8.089779e-02 6.309086e-13 2.934994e-06  
 359 3.512607e-01 3.998227e-01 5.060916e-06 4.506568e-08 1.842083e-01 3.598834e-03 4.405362e-02 2.004555e-12 2.369364e-06  
 360 2.960676e-01 4.348176e-01 3.271801e-06 4.919911e-08 2.174163e-01 3.111653e-03 8.082242e-02 1.612417e-12 4.848062e-06  
 361 2.795881e-01 3.048846e-01 4.374895e-06 3.797824e-08 1.863818e-01 2.255503e-03 4.390416e-02 1.730064e-12 2.853117e-06  
 362 3.732296e-01 4.554950e-01 9.152205e-06 2.037496e-08 1.996587e-01 4.461091e-03 5.306320e-02 1.806950e-12 2.286872e-06  
